Ticker,Company Name,Sector,Industry,Country,Currency,P/E Ratio (Trailing),P/E Ratio (Forward),Price-to-Book Ratio,Price-to-Sales Ratio,Enterprise Value,EV/EBITDA,EV/Revenue,Profit Margin,Operating Margin,Gross Margin,Return on Equity (ROE),Return on Assets (ROA),Debt-to-Equity Ratio,Current Ratio,Quick Ratio,Revenue (TTM),EPS (Trailing),EPS (Forward),Revenue Growth (YoY),Earnings Growth (YoY),Dividend Yield,Dividend Rate,Payout Ratio,Market Cap,Beta,52-Week High,52-Week Low,Average Volume,Shares Outstanding,Float Shares,Short Ratio,Book Value Per Share,Total Assets,Total Liabilities,Free Cash Flow,EBITDA,Target Price (Analyst),Recommendation Rating,Number of Analysts,Institutional Ownership (%),Insider Ownership (%),Historical Volatility (1Y),Target High Price,Target Low Price,50-Day Moving Average,200-Day Moving Average,Website
0688.HK,CHINA OVERSEAS,Real Estate,Real Estate - Development,Hong Kong,HKD,8.782051,6.061947,0.38783827,0.8264277,302934261760.0,13.922,1.67,0.07673,0.14489001,0.15047,0.03857,0.0148,54.677,2.576,0.528,181437677568.0,1.56,2.26,-0.043,-0.166,3.95,0.55,0.48209998,149945122816.0,0.194,18.58,10.54,19865430.0,10944900096.0,3703420399.0,,35.324,908634381000.0,506804383000.0,46255905000.0,21759221760.0,16.76721,1.57895,14.0,0.20033,0.66154,0.44132570564907775,21.0,13.7,13.884,13.4906,https://www.coli.com.hk
2601.HK,"China Pacific Insurance (Group) Co., Ltd.",Financial Services,Insurance - Life,China,HKD,5.9003687,7.419954,1.0915048,1.1387154,-194510487552.0,-2.988,-0.61,0.14958,0.16926001,0.22826,0.16277,0.014049999,61.334,4.035,3.769,318970003456.0,5.42,4.31,0.03,0.366,3.5,1.18,0.2173,363216044032.0,0.847,37.86,18.88,21013362.0,2775300096.0,6281601953.0,,29.299,2834907000000.0,2516426000000.0,150526000000.0,65099001856.0,35.73741,1.7,18.0,0.42648,0.07172,0.5096839896897047,45.13415,24.8198,31.8042,26.01905,https://www.cpic.com.cn
0762.HK,CHINA UNICOM,Communication Services,Telecom Services,Hong Kong,HKD,12.48,11.848101,0.7714497,0.7297675,262018564096.0,3.327,0.668,0.054279998,0.08322,0.55884,0.05802,0.01359,9.857,0.64,0.564,392450015232.0,0.75,0.79,-0.01,0.048,5.19,0.48,0.5833,286397267968.0,0.439,11.56,6.0,38902884.0,30598000640.0,5914311455.0,,12.133,671237000000.0,307667000000.0,13662000000.0,78751997952.0,11.507025,1.64286,14.0,0.02308,0.79934,0.3842740170762796,15.537834,9.194547,9.6398,8.6135,https://www.chinaunicom.com.hk
9502.T,"Chubu Electric Power Company, Incorporated",Utilities,Utilities - Diversified,Japan,JPY,7.7138796,8.787699,0.55846566,0.42873558,4260197564416.0,,1.168,0.05149,0.08488,0.06142,0.067150004,0.0195,100.422,1.009,0.468,3648955088896.0,267.44,234.76,-0.025,-0.142,3.39,70.0,0.2244,1558022979584.0,0.218,2107.0,1444.0,2705598.0,755222016.0,701522450.0,,3694.05,7124812000000.0,4266283000000.0,301345000000.0,,2102.5,2.0,4.0,0.43828,0.030720001,0.22522678831612986,2300.0,1660.0,1906.68,1719.43,https://www.chuden.co.jp
COH.AX,Cochlear Limited,Healthcare,Medical Devices,Australia,AUD,50.215126,41.67085,10.018778,8.339331,19320782848.0,33.678,8.246,0.16598,0.21438,0.73744005,0.20517999,0.11735,12.085,2.352,1.45,2343099904.0,5.95,7.17,0.03,0.114,1.44,4.3,0.71510005,19539884032.0,0.382,323.0,246.14,173427.0,65398900.0,65134762.0,,29.822,2825000000.0,874700000.0,135000000.0,573699968.0,309.91452,2.6875,16.0,0.45589,0.00637,0.2480610880597274,356.0,240.0,305.8458,287.98965,https://www.cochlear.com
1919.HK,COSCO SHIP HOLD,Industrials,Marine Shipping,China,HKD,3.9534883,9.577465,0.907756,1.0173421,171973951488.0,2.585,0.711,0.20587,0.108339995,0.28285998,0.20857,0.07552,27.927,1.557,1.48,241733926912.0,3.44,1.42,-0.034,-0.402,12.62,1.74,0.4927,245926084608.0,1.174,15.6,9.52,27809950.0,2879820032.0,7364139198.0,,14.982,497472214000.0,212413437000.0,43313800000.0,66532184064.0,13.253115,3.25,12.0,0.25348,0.13194999,0.3836371996674585,21.985916,9.675942,14.2328,12.7932,https://hold.coscoshipping.com
7912.T,"Dai Nippon Printing Co., Ltd.",Industrials,Conglomerates,Japan,JPY,10.685425,13.001834,1.0070493,0.7814667,1100249694208.0,7.244,0.75,0.06321,0.06276,0.23618999,0.07754,0.03137,20.793,2.33,1.747,1467095056384.0,238.83,196.28,0.027,-0.246,1.58,40.0,0.1591,1146485997568.0,0.258,2785.0,1810.0,1137028.0,449249984.0,433238436.0,,2534.136,1917838000000.0,709062000000.0,59847000000.0,151884496896.0,2672.5,2.5,4.0,0.38122,0.09073,0.24261452641594647,3090.0,2500.0,2306.17,2192.9824,https://www.dnp.co.jp
9988.HK,Alibaba Group Holding Limited,Consumer Cyclical,Internet Retail,Hong Kong,HKD,15.39739,13.750001,0.29723468,2.473658,2406734888960.0,12.998,2.405,0.14626001,0.14128,0.41184,0.13447,0.04919,23.165,1.449,0.879,1000763031552.0,8.43,9.44,0.018,0.818,0.77,1.03,0.1221,2475545591808.0,0.1,145.9,77.35,93901346.0,19072000000.0,17611973700.0,,436.692,1804227000000.0,714121000000.0,77537000000.0,185169002496.0,155.67236,1.29412,28.0,0.29919,0.04887,0.5206268422483055,182.73274,107.92976,116.352,109.58275,https://www.alibabagroup.com
Private,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown
LHA.DE,Deutsche Lufthansa AG,Industrials,Airlines,Germany,EUR,5.0499997,5.8390627,0.8701828,0.23266143,14700667904.0,4.283,0.38,0.045819998,0.00804,0.18584,0.17822,0.0194,135.573,0.785,0.653,38674001920.0,1.48,1.28,0.031,1.154,3.9,0.3,0.2025,8997948416.0,1.436,8.386,5.524,4766736.0,1198290048.0,1017638510.0,,8.589,47052000000.0,35458000000.0,-92000000.0,3432000000.0,7.62333,2.78571,15.0,0.22112,0.15077,0.34375736220069264,12.0,5.0,7.68028,6.85107,https://www.lufthansagroup.com
DXS.AX,DEXUS,Real Estate,REIT - Office,Australia,AUD,48.93333,12.233333,0.79531914,6.1869793,12523489280.0,15.974,9.748,0.10594,0.59006,0.82883,0.01356,0.030720001,48.894,0.363,0.318,1284700032.0,0.15,0.6,6.188,,4.9,0.36,2.5377,7948412416.0,0.778,7.885,6.5,3112067.0,1075570048.0,1018337003.0,,9.229,15388600000.0,5475500000.0,798100000.0,784000000.0,8.13444,2.66667,9.0,0.51321,0.022149999,0.20150270188201772,9.6,7.4,7.1554,7.13205,https://www.dexus.com
6361.T,Ebara Corporation,Industrials,Specialty Industrial Machinery,Japan,JPY,19.151745,19.937204,2.9367192,1.5292957,1375449251840.0,9.437,1.494,0.079840004,0.1163,0.33151,0.16052,0.07304,30.225,1.734,0.848,920900009984.0,159.15,152.88,0.176,0.071,1.88,56.0,0.3773,1408328400896.0,0.875,3309.0,1643.5,2675088.0,462049984.0,419665849.0,,1037.893,1005085000000.0,519749000000.0,50048000000.0,145752997888.0,3460.0,1.3,10.0,0.54018,0.00478,0.4562639453297238,4900.0,2800.0,2880.06,2508.25,https://www.ebara.co.jp
ERI,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown
ENELCHILE.SN,Enel Chile S.A.,Utilities,Utilities - Regulated Electric,Chile,CLP,39.897144,13.583658,956.43835,1195.279,4896188268544.0,7031.011,1211.856,0.0334,0.16577,0.28718,0.03403,0.02062,74.3,1.024,0.927,4040237824.0,1.75,5.14,-0.126,-0.353,1.48,1.05,0.59830004,4829211525120.0,0.482,75.0,46.21,62324200.0,69166596096.0,24832177373.0,,0.073,12719897584.0,7393518069.0,808551579.0,696370432.0,74.33333,2.0,6.0,0.1877,0.64098,0.21168955774287665,80.0,70.0,66.18,63.48,https://www.enel.cl
EGIE3.SA,Engie Brasil Energia S.A.,Utilities,Utilities - Renewable,Brazil,BRL,10.604336,9.338902,2.5937955,2.6813984,55276179456.0,8.336,4.642,0.2527,0.42791,0.50126,0.24659,0.0687,209.629,1.419,1.287,11906945024.0,3.69,4.19,0.102,-0.407,5.29,2.06,0.6308,31927263232.0,0.379,49.19,34.39,1290064.0,815928000.0,255238516.0,,15.086,50112301000.0,37831903000.0,-2491818000.0,6630765056.0,39.76077,3.76923,13.0,0.19118999,0.68711996,0.21576546069561872,44.7,33.92,41.3982,39.03515,https://www.engie.com.br
ESSITY-B.ST,Essity AB (publ),Consumer Defensive,Household & Personal Products,Sweden,SEK,14.485294,19.372164,2.1862915,1.2247888,210245615616.0,8.61,1.468,0.08583,0.13023,0.32654998,0.14973,0.06582,50.908,1.452,0.936,143240003584.0,17.68,13.22,-0.066,-0.07,3.25,8.25,0.4666,175438741504.0,0.284,326.0,238.9,1319178.0,628033024.0,572944124.0,,117.139,185284000000.0,96543000000.0,9405000000.0,24419999744.0,288.75,2.38462,12.0,0.56501,0.06993,0.19140118006802812,330.0,230.0,252.902,277.798,https://www.essity.com
002183.SZ,Eternal Asia Supply Chain Management Ltd.,Industrials,Specialty Business Services,China,CNY,159.0,19.875,1.3383839,0.16982746,26281463808.0,28.823,0.36,0.00133,0.00953,0.04363,0.00457,0.00973,219.385,1.101,0.808,72943075328.0,0.03,0.24,-0.099,-0.756,0.21,0.01,0.0,12387737600.0,0.586,6.5,2.77,42054904.0,2597009920.0,1719271958.0,,3.564,57547310743.0,47111855746.0,7822115.0,911834944.0,,,,0.09645,0.26986998,0.49088312744544504,,,4.63,4.6798,https://www.eascs.com
6666.HK,Evergrande Property Services Group Limited,Real Estate,Real Estate Services,China,HKD,9.333333,6.0,8.842105,0.6888427,6751371264.0,4.08,0.512,0.0753,0.104779996,0.18726999,1.0766001,0.109969996,6.471,0.925,0.854,13183084544.0,0.09,0.14,0.069,-0.056,,,0.0,9081071616.0,0.86,1.31,0.63,50818813.0,10810800128.0,5216864956.0,,0.095,8710343000.0,7733169000.0,1085663000.0,1654919552.0,,,,0.021289999,0.51744,0.6427952955987936,,,0.8376,0.77365,https://www.evergrandeservice.com
6504.T,"Fuji Electric Co., Ltd.",Industrials,Electrical Equipment & Parts,Japan,JPY,14.362364,15.203649,1.9581497,1.1987787,1431834984448.0,8.112,1.262,0.080790006,0.07171,0.28218,0.13565,0.058480002,13.215,1.859,1.045,1134936064000.0,643.0,607.42,,,1.85,170.0,0.249,1360537190400.0,0.637,9815.0,4620.0,783726.0,147324000.0,142328802.0,,4716.187,1312175000000.0,581518000000.0,58166000000.0,176498999296.0,9654.546,2.0,11.0,0.52615,0.03433,0.4208774527608222,12000.0,7000.0,7968.32,7317.525,https://www.fujielectric.com
4901.T,FUJIFILM Holdings Corporation,Industrials,Conglomerates,Japan,JPY,16.487936,15.371687,1.2644976,1.3449786,5021564403712.0,9.885,1.571,0.07946,0.10045999,0.40800998,0.07512,0.04117,25.734,1.483,0.754,3196295053312.0,216.34,232.05,0.001,-0.115,1.96,70.0,0.3003,4298948476928.0,0.333,3917.0,2516.0,3069930.0,1205200000.0,1190904242.0,,2820.883,5249908000000.0,1897226000000.0,-129843000000.0,508008988672.0,4030.7693,1.92308,13.0,0.47030997,0.022669999,0.28746452355692165,5000.0,3300.0,3263.15,3178.1726,https://holdings.fujifilm.com
6702.T,Fujitsu Limited,Technology,Information Technology Services,Japan,JPY,31.144945,23.32894,3.3297799,1.7764921,5748219183104.0,13.148,1.623,0.10582,0.044660002,0.33573002,0.115600005,0.053489998,10.299,1.809,1.367,3540689092608.0,113.63,151.7,-0.097,9.524,0.86,30.0,0.2464,6290006343680.0,0.868,3663.0,2514.5,5093234.0,1777340032.0,1654774769.0,,1062.833,3497808000000.0,1595741000000.0,142984000000.0,437199011840.0,3847.2727,1.45455,11.0,0.38625,0.02681,0.3216470299228543,4300.0,2000.0,3413.34,3109.375,https://global.fujitsu/en-global
G13.SI,Genting Singapore Limited,Consumer Cyclical,Resorts & Casinos,Singapore,SGD,18.625,12.416667,1.0860058,3.7685118,5625511424.0,7.146,2.355,0.19118,0.21802,0.31765,0.055019997,0.032479998,0.043,4.992,4.92,2388677888.0,0.04,0.06,-0.104,-0.342,5.41,0.04,1.061,9001760768.0,0.72,0.9,0.66,33736976.0,12082899968.0,5690811530.0,,0.686,9230564000.0,932987000.0,430033000.0,787209984.0,0.89088,2.23529,17.0,0.09631,0.53079,0.20292042332766702,1.18,0.7,0.7377,0.736575,https://www.gentingsingapore.com
GL9.I,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown
2333.HK,Great Wall Motor Company Limited,Consumer Cyclical,Auto Manufacturers,China,HKD,12.529412,10.954286,1.9947971,1.0830873,142556610560.0,8.937,0.702,0.05894,0.031240001,0.18445,0.15116,0.01993,26.753,1.095,0.779,203102420992.0,1.53,1.75,0.077,0.16,2.54,0.49,0.0,219977662464.0,1.054,19.86,10.62,24097214.0,2318779904.0,3471842049.0,,9.61,217266223746.47,138269994927.77,16045222811.22,15950625792.0,19.714045,1.91667,22.0,0.3033,0.016390001,0.5074453165927609,26.760572,9.985956,14.6176,13.2991,https://www.gwm.com.cn
0011.HK,HANG SENG BANK,Financial Services,Banks - Regional,Hong Kong,HKD,14.836172,12.747747,1.3393755,6.2080956,68036685824.0,,1.987,0.44881,0.57025003,0.0,0.091120005,0.0087,,,,34236999680.0,7.63,8.88,-0.149,-0.338,6.18,7.0,0.9043,212546568192.0,0.469,125.0,87.9,2007846.0,1877619968.0,688100543.0,,84.517,1795196000000.0,1625632000000.0,156903000000.0,,105.81333,,12.0,0.08538,0.6359,0.23393628036355896,131.0,85.0,116.886,106.0295,https://www.hangseng.com
002415.SZ,"Hangzhou Hikvision Digital Technology Co., Ltd.",Technology,Computer Hardware,China,CNY,21.38686,16.277779,3.4438174,2.9056902,259176398848.0,17.168,2.784,0.13502,0.15325,0.43518,0.16629,0.0665,8.313,2.641,2.049,93104472064.0,1.37,1.8,-0.005,0.195,2.34,0.7,0.5098,270532755456.0,0.46,35.52,24.71,52349966.0,9233200128.0,4053004737.0,,8.508,132016200156.14,44515905407.99,8598349819.01,15096427520.0,34.54625,1.58824,8.0,0.09823,0.61347,0.28745402652710966,40.98,29.9,28.9272,29.4987,https://www.hikvision.com
H78.SI,Hongkong Land Holdings Limited,Real Estate,Real Estate - Development,Bermuda,USD,,20.516129,0.47079727,7.7759566,19017095168.0,22.731,10.678,-0.18586001,0.39284,0.54832,-0.01081,0.01332,20.263,1.74,0.608,1780899968.0,-0.15,0.31,-0.227,,3.6,0.23,2.4472,13848201216.0,0.245,6.44,3.59,2757992.0,2177390080.0,1004968350.0,,13.509,39052400000.0,9083900000.0,592100000.0,836600000.0,6.36333,,12.0,0.14821,0.54349,0.31109888523819784,7.42,4.88,6.1814,5.01085,https://www.hkland.com
6465.T,Hoshizaki Corporation,Industrials,Specialty Industrial Machinery,Japan,JPY,20.249712,21.437254,2.2370398,1.7121838,599047602176.0,8.951,1.286,0.085030004,0.12509,0.37383997,0.10634,0.06204,1.406,2.715,2.161,465935990784.0,278.72,263.28,0.077,0.102,1.85,105.0,0.39450002,797768089600.0,0.39,6589.0,4450.0,711436.0,141348000.0,119831736.0,,2522.977,543944000000.0,161268000000.0,36677000000.0,66925998080.0,6883.636,1.54545,11.0,0.30761,0.24209,0.3209344925956657,8000.0,5400.0,5386.0,5771.1,https://www.hoshizaki.co.jp
600887.SS,"Inner Mongolia Yili Industrial Group Co., Ltd.",Consumer Defensive,Packaged Foods,China,CNY,21.829458,15.731844,3.329786,1.5121047,199932968960.0,12.351,1.697,0.06895,0.07226,0.3385,0.14249,0.050679997,114.814,0.735,0.581,117797486592.0,1.29,1.79,0.058,0.468,4.37,1.22,0.9457,178122145792.0,0.632,31.96,21.13,49027576.0,6325360128.0,5299445611.0,,8.457,153718003927.97,96710353251.06,17761422072.42,16187576320.0,,,,0.26843,0.14587,0.2783066997282119,,,27.7358,28.4962,https://www.yili.com
8001.T,ITOCHU Corporation,Industrials,Conglomerates,Japan,JPY,13.852674,13.181516,2.0989678,0.8179228,16494726479872.0,19.43,1.123,0.06521,0.04797,0.16229999,0.16028999,0.027379999,73.58,1.287,0.822,14684248866816.0,615.91,647.27,-0.011,0.396,2.36,200.0,0.32490003,12010581393408.0,0.518,8703.0,5873.0,2637063.0,1407709952.0,1377580657.0,,4064.855,15134264000000.0,8843552000000.0,769813000000.0,848919986176.0,9102.0,1.5,10.0,0.38296002,0.09167,0.277368182406281,10600.0,7200.0,7864.08,7363.28,https://www.itochu.co.jp
9201.T,"Japan Airlines Co., Ltd.",Industrials,Airlines,Japan,JPY,12.898226,12.69064,1.1918067,0.7209914,1351598735360.0,3.853,0.706,0.06273,0.09048,0.60795,0.11842,0.04161,74.312,1.437,1.282,1915059044352.0,245.15,249.16,0.124,0.939,2.93,92.0,0.3509,1380741021696.0,0.406,3230.0,2205.0,2245596.0,436667008.0,401287579.0,,2653.115,2794913000000.0,1778241000000.0,363945000000.0,350799986688.0,3536.3635,2.0,11.0,0.29623,0.04143,0.2054429626098287,4200.0,3100.0,3038.16,2713.3774,https://www.jal.com/en
6178.T,"Japan Post Holdings Co., Ltd.",Financial Services,Banks - Regional,Japan,JPY,12.864444,12.335315,0.49604678,0.3952612,-28587226824704.0,,-2.476,0.031489998,0.06708,0.0,0.040260002,0.00207,,,,11544768282624.0,119.36,124.48,0.033,-0.025,3.29,50.0,0.4191,4563198803968.0,0.104,1649.0,1191.0,5396374.0,2971800064.0,1681663226.0,,3095.474,297149653000000.0,281860113000000.0,2488602000000.0,,1602.8572,,7.0,0.18316999,0.39109,0.2784701811436484,1750.0,1300.0,1415.69,1460.67,https://www.japanpost.jp
J36.SI,Jardine Matheson Holdings Limited,Industrials,Conglomerates,Bermuda,USD,178.08823,10.890287,0.6228655,0.5021819,56220999680.0,12.215,1.58,0.00281,0.094680004,0.27938998,0.02762,0.02478,34.593,1.242,0.815,35576999936.0,0.34,5.56,-0.012,,3.72,2.25,6.6176,17866125312.0,0.455,61.35,35.2,263940.0,295064000.0,232300600.0,,97.212,86779000000.0,33459000000.0,3623000000.0,4602500096.0,62.02857,,7.0,0.19935,0.36942002,0.2897455521553904,68.1,51.0,54.8368,45.6353,https://www.jardines.com
5411.T,"JFE Holdings, Inc.",Basic Materials,Steel,Japan,JPY,13.9104,6.047448,0.49451607,0.25663063,3047379959808.0,9.943,0.64,0.015,0.0029300002,0.103649996,0.02883,0.0058,77.436,1.584,0.689,4763819180032.0,138.17,317.82,-0.079,-0.739,4.21,80.0,0.72339994,1222541967360.0,1.159,2015.0,1555.5,3477292.0,636078016.0,564960664.0,,3886.628,5647637000000.0,3060770000000.0,99551000000.0,306490245120.0,1873.0,,10.0,0.38647997,0.074829996,0.24151082566562893,2070.0,1700.0,1771.34,1751.9525,https://www.jfe-holdings.co.jp
9503.T,"The Kansai Electric Power Company, Incorporated",Utilities,Utilities - Renewable,Japan,JPY,4.81907,6.396676,0.7525844,0.5481831,6171132428288.0,7.292,1.445,0.09454001,0.14050001,0.10515001,0.15291001,0.030550001,142.187,1.228,0.781,4270754103296.0,436.08,328.53,,,2.88,60.0,0.1376,2363389116416.0,0.121,2691.0,1513.5,5025701.0,1114040064.0,906188074.0,,2792.378,9652655000000.0,6545208000000.0,575299000000.0,846312505344.0,2115.0,2.8,4.0,0.33593,0.12915,0.3521316887825522,2830.0,1710.0,1876.89,1758.6,https://www.kepco.co.jp
BN4.SI,Keppel Ltd.,Industrials,Conglomerates,Singapore,SGD,17.510204,15.888888,1.523167,2.4088604,25775953920.0,23.658,4.006,0.15934,0.14622,0.29117,0.083529994,0.01954,106.582,1.241,0.745,6434196992.0,0.49,0.54,-0.052,0.226,3.94,0.34,0.6939,15499082752.0,0.564,8.84,5.61,4995509.0,1806419968.0,1405701412.0,,5.633,27658354000.0,16232693000.0,-411075000.0,1089513984.0,9.7068,1.66667,11.0,0.41674998,0.01361,0.20623495158645186,11.54,7.8,8.1674,7.1188,https://www.keppel.com
2503.T,"Kirin Holdings Company, Limited",Consumer Defensive,Beverages - Brewers,Japan,JPY,33.74473,13.0348835,1.6192648,0.76353896,2967467458560.0,10.581,1.247,0.02263,0.06041,0.461,0.0481,0.03463,72.5,1.29,0.72,2378871078912.0,66.44,172.0,-0.006,-0.09,3.34,74.0,1.0914,1816360779776.0,0.243,2310.0,1902.0,3022993.0,810152000.0,779318012.0,,1384.579,3354159000000.0,1820445000000.0,62260000000.0,280452988928.0,2283.7144,2.64286,14.0,0.34315,0.02866,0.17935108751239473,2700.0,1950.0,2064.8,2058.1074,https://www.kirinholdings.com/jp/
6301.T,Komatsu Ltd.,Industrials,Farm & Heavy Construction Machinery,Japan,JPY,10.632949,11.851276,1.4847593,1.1336336,5717584510976.0,7.13,1.41,0.10386,0.15436,0.32173002,0.13628,0.06737,43.642,1.942,0.945,4054082125824.0,473.34,424.68,-0.052,-0.149,3.81,190.0,0.4013,4595843596288.0,0.685,5474.0,3544.0,3155495.0,913142016.0,897371053.0,,3389.775,5773523000000.0,2428670000000.0,311312000000.0,801857994752.0,5000.0,2.61538,12.0,0.46507,0.0014399999,0.31118384670977933,5910.0,4200.0,4905.4,4475.115,https://www.komatsu.jp/ja
KNIN.SW,Kuehne + Nagel International AG,Industrials,Integrated Freight & Logistics,Switzerland,CHF,16.890495,15.66092,10.112569,0.7545582,22026356736.0,11.855,0.856,0.04474,0.05562,0.34287,0.53376997,0.08802,173.953,0.857,0.819,25727000576.0,9.68,10.44,0.017,-0.169,5.11,8.25,0.85230005,19412518912.0,0.755,259.5,159.9,192643.0,118731000.0,53293069.0,,16.168,11725000000.0,8460000000.0,1180000000.0,1858000000.0,180.88235,3.29412,17.0,0.18857999,0.60129,0.24859405206500068,225.0,127.0,169.499,191.74725,https://www.kuehne-nagel.com
066570.KS,LG Electronics Inc.,Technology,Consumer Electronics,South Korea,KRW,,7.3554306,,0.14594503,24110497267712.0,3.781,0.273,0.00834,0.030840002,0.23865,0.04422,0.02775,54.739,1.297,0.729,88412799369216.0,,,-0.044,0.081,1.34,1000.0,0.0896,12903408205824.0,1.189,113700.0,64100.0,527766.0,162884992.0,122536671.0,,,65629589000000.0,40417925000000.0,174636000000.0,6376131133440.0,95865.38,,26.0,0.24835,0.3532,0.3027118970848441,110000.0,77500.0,76012.0,78350.0,https://www.lge.co.kr
0960.HK,LONGFOR GROUP,Real Estate,Real Estate - Development,China,HKD,8.119047,6.2,0.4179775,0.500657,289658077184.0,26.987,2.078,0.05562,0.07124,0.13054,0.03739,0.00986,74.966,1.713,0.693,139370217472.0,1.26,1.65,0.254,-0.469,1.8,0.19,0.3986,69776678912.0,1.812,20.15,7.51,19447446.0,6820789760.0,1897119899.0,,24.475,665641785000.0,420164974000.0,29408993000.0,10733372416.0,12.066928,1.70833,17.0,0.11494,0.7023,0.6776475415569239,15.776894,9.584248,10.2382,10.239,https://www.longfor.com
M44U.SI,Mapletree Logistics Trust,Real Estate,REIT - Industrial,Singapore,SGD,30.750002,17.571428,0.97387177,8.669284,11626771456.0,22.193,16.087,0.28356,0.72086996,0.73593,0.02843,0.02341,80.187,0.583,0.483,722728000.0,0.04,0.07,-0.024,-0.046,6.29,0.08,2.2557,6265533952.0,0.491,1.51,1.03,16001935.0,5093929984.0,3425421066.0,,1.263,13892867000.0,6646293000.0,536029000.0,523904992.0,1.325,2.21429,14.0,0.50132,0.0066299997,0.2229740187565366,1.63,1.15,1.179,1.2042,https://www.mapletreelogisticstrust.com
4188.T,Mitsubishi Chemical Group Corporation,Basic Materials,Specialty Chemicals,Japan,JPY,27.387045,9.506471,0.69744444,0.27588454,3500031344640.0,7.695,0.819,0.00585,0.06746,0.29708,0.04109,0.01884,91.294,1.52,0.618,4271058976768.0,31.65,91.18,-0.22,-0.499,3.71,32.0,1.0117,1178319192064.0,0.329,957.8,594.1,7169187.0,1359389952.0,1346200955.0,,1242.823,5894619000000.0,3610050000000.0,190674000000.0,454872006656.0,923.0,2.3,10.0,0.52736,0.01372,0.27253803187960546,1300.0,700.0,794.194,766.244,https://www.mcgc.com
6503.T,Mitsubishi Electric Corporation,Industrials,Electrical Equipment & Parts,Japan,JPY,22.564894,21.266804,1.843707,1.3037726,6876611215360.0,11.726,1.239,0.06595,0.08529,0.31266,,,8.843,2.087,1.215,5548123095040.0,155.64,165.14,,,1.58,55.0,0.3211,7233490911232.0,0.517,3800.0,2155.5,5197796.0,2059650048.0,1979231772.0,,1904.858,6375680000000.0,2299314000000.0,229834000000.0,586436968448.0,3393.375,2.17647,16.0,0.48851,0.03565,0.37654369216766775,4100.0,1900.0,3359.96,2849.7776,https://www.mitsubishielectric.com
4183.T,"Mitsui Chemicals, Inc.",Basic Materials,Specialty Chemicals,Japan,JPY,21.968098,8.22032,0.84561425,0.39535907,1382445613056.0,7.713,0.779,0.0085,0.0202,0.21535,0.02856,0.02264,78.572,1.664,0.826,1775042953216.0,170.52,455.7,-0.076,-0.959,4.07,150.0,0.8795,701779345408.0,0.567,3962.0,2645.5,1052106.0,187340992.0,174518562.0,,4429.916,2153953000000.0,1183349000000.0,62095000000.0,179227000832.0,4150.909,2.0,11.0,0.41809,0.06726,0.2886501987845463,5400.0,3000.0,3478.34,3340.255,https://jp.mitsuichemicals.com/en
9104.T,"Mitsui O.S.K. Lines, Ltd.",Industrials,Marine Shipping,Japan,JPY,4.0291743,8.48277,0.65381014,0.92458135,3815279689728.0,,2.153,0.20952,0.08569,0.18025999,0.14581999,0.01893,90.291,0.575,0.308,1772225036288.0,1184.61,562.67,,,3.81,180.0,0.3039,1638566199296.0,0.956,5699.0,4336.0,2850984.0,343299008.0,333535779.0,,7300.284,4984449000000.0,2260232000000.0,360499000000.0,,5510.909,2.54545,11.0,0.4642,0.02365,0.29650346635280644,7000.0,3920.0,4846.88,5102.1,https://www.mol.co.jp
